0	2	0	6.95322e-310	0
0.196034	1.99037	0	6.95322e-310	0
0.390181	1.96157	0	6.95322e-310	0
0.580569	1.91388	0	6.95322e-310	0
0.765367	1.84776	0	6.95322e-310	0
0.942793	1.76384	0	6.95322e-310	0
1.11114	1.66294	0	6.95322e-310	0
1.26879	1.54602	0	6.95322e-310	0
1.41421	1.41421	0	6.95322e-310	0
1.54602	1.26879	0	6.95322e-310	0
1.66294	1.11114	0	6.95322e-310	0
1.76384	0.942793	0	6.95322e-310	0
1.84776	0.765367	0	6.95322e-310	0
1.91388	0.580569	0	6.95322e-310	0
1.96157	0.390181	0	6.95322e-310	0
1.99037	0.196034	0	6.95322e-310	0
2	1.22465e-16	0	6.95322e-310	0

0	2.40415	0	6.95322e-310	0
0.235648	2.39257	0	6.95322e-310	0
0.469026	2.35795	0	6.95322e-310	0
0.697888	2.30063	0	6.95322e-310	0
0.920028	2.22114	0	6.95322e-310	0
1.13331	2.12027	0	6.95322e-310	0
1.33567	1.99898	0	6.95322e-310	0
1.52518	1.85843	0	6.95322e-310	0
1.69999	1.69999	0	6.95322e-310	0
1.85843	1.52518	0	6.95322e-310	0
1.99898	1.33567	0	6.95322e-310	0
2.12027	1.13331	0	6.95322e-310	0
2.22114	0.920028	0	6.95322e-310	0
2.30063	0.697888	0	6.95322e-310	0
2.35795	0.469026	0	6.95322e-310	0
2.39257	0.235648	0	6.95322e-310	0
2.40415	1.47212e-16	0	6.95322e-310	0

0	2.88997	0	6.95322e-310	0
0.283266	2.87605	0	6.95322e-310	0
0.563804	2.83444	0	6.95322e-310	0
0.838913	2.76552	0	6.95322e-310	0
1.10594	2.66998	0	6.95322e-310	0
1.36232	2.54872	0	6.95322e-310	0
1.60558	2.40292	0	6.95322e-310	0
1.83337	2.23397	0	6.95322e-310	0
2.04351	2.04351	0	6.95322e-310	0
2.23397	1.83337	0	6.95322e-310	0
2.40292	1.60558	0	6.95322e-310	0
2.54872	1.36232	0	6.95322e-310	0
2.66998	1.10594	0	6.95322e-310	0
2.76552	0.838913	0	6.95322e-310	0
2.83444	0.563804	0	6.95322e-310	0
2.87605	0.283266	0	6.95322e-310	0
2.88997	1.76959e-16	0	6.95322e-310	0

0	3.47395	0	6.95322e-310	0
0.340507	3.45723	0	6.95322e-310	0
0.677735	3.4072	0	6.95322e-310	0
1.00844	3.32437	0	6.95322e-310	0
1.32942	3.20951	0	6.95322e-310	0
1.63761	3.06375	0	6.95322e-310	0
1.93003	2.88849	0	6.95322e-310	0
2.20385	2.6854	0	6.95322e-310	0
2.45646	2.45646	0	6.95322e-310	0
2.6854	2.20385	0	6.95322e-310	0
2.88849	1.93003	0	6.95322e-310	0
3.06375	1.63761	0	6.95322e-310	0
3.20951	1.32942	0	6.95322e-310	0
3.32437	1.00844	0	6.95322e-310	0
3.4072	0.677735	0	6.95322e-310	0
3.45723	0.340507	0	6.95322e-310	0
3.47395	2.12718e-16	0	6.95322e-310	0

0	4.17595	0	6.95322e-310	0
0.409315	4.15584	0	6.95322e-310	0
0.814688	4.09571	0	6.95322e-310	0
1.21221	3.99614	0	6.95322e-310	0
1.59807	3.85808	0	6.95322e-310	0
1.96853	3.68286	0	6.95322e-310	0
2.32003	3.47218	0	6.95322e-310	0
2.64919	3.22805	0	6.95322e-310	0
2.95284	2.95284	0	6.95322e-310	0
3.22805	2.64919	0	6.95322e-310	0
3.47218	2.32003	0	6.95322e-310	0
3.68286	1.96853	0	6.95322e-310	0
3.85808	1.59807	0	6.95322e-310	0
3.99614	1.21221	0	6.95322e-310	0
4.09571	0.814688	0	6.95322e-310	0
4.15584	0.409315	0	6.95322e-310	0
4.17595	2.55703e-16	0	6.95322e-310	0

0	5.0198	0	6.95322e-310	0
0.492027	4.99563	0	6.95322e-310	0
0.979315	4.92335	0	6.95322e-310	0
1.45717	4.80365	0	6.95322e-310	0
1.921	4.63769	0	6.95322e-310	0
2.36632	4.42707	0	6.95322e-310	0
2.78885	4.17381	0	6.95322e-310	0
