0	2	0	6.93281e-310	0
0.0872388	1.9981	0	6.93281e-310	0
0.174311	1.99239	0	6.93281e-310	0
0.261052	1.98289	0	6.93281e-310	0
0.347296	1.96962	0	6.93281e-310	0
0.432879	1.95259	0	6.93281e-310	0
0.517638	1.93185	0	6.93281e-310	0
0.601412	1.90743	0	6.93281e-310	0
0.68404	1.87939	0	6.93281e-310	0
0.765367	1.84776	0	6.93281e-310	0
0.845237	1.81262	0	6.93281e-310	0
0.923497	1.77402	0	6.93281e-310	0
1	1.73205	0	6.93281e-310	0
1.0746	1.68678	0	6.93281e-310	0
1.14715	1.6383	0	6.93281e-310	0
1.21752	1.58671	0	6.93281e-310	0
1.28558	1.53209	0	6.93281e-310	0
1.35118	1.47455	0	6.93281e-310	0
1.41421	1.41421	0	6.93281e-310	0
1.47455	1.35118	0	6.93281e-310	0
1.53209	1.28558	0	6.93281e-310	0
1.58671	1.21752	0	6.93281e-310	0
1.6383	1.14715	0	6.93281e-310	0
1.68678	1.0746	0	6.93281e-310	0
1.73205	1	0	6.93281e-310	0
1.77402	0.923497	0	6.93281e-310	0
1.81262	0.845237	0	6.93281e-310	0
1.84776	0.765367	0	6.93281e-310	0
1.87939	0.68404	0	6.93281e-310	0
1.90743	0.601412	0	6.93281e-310	0
1.93185	0.517638	0	6.93281e-310	0
1.95259	0.432879	0	6.93281e-310	0
1.96962	0.347296	0	6.93281e-310	0
1.98289	0.261052	0	6.93281e-310	0
1.99239	0.174311	0	6.93281e-310	0
1.9981	0.0872388	0	6.93281e-310	0
2	1.22465e-16	0	6.93281e-310	0

0	2.19278	0	6.93281e-310	0
0.0956479	2.1907	0	6.93281e-310	0
0.191114	2.18444	0	6.93281e-310	0
0.286216	2.17402	0	6.93281e-310	0
0.380773	2.15947	0	6.93281e-310	0
0.474605	2.14081	0	6.93281e-310	0
0.567534	2.11807	0	6.93281e-310	0
0.659383	2.09129	0	6.93281e-310	0
0.749976	2.06054	0	6.93281e-310	0
0.839142	2.02587	0	6.93281e-310	0
0.92671	1.98734	0	6.93281e-310	0
1.01251	1.94502	0	6.93281e-310	0
1.09639	1.89901	0	6.93281e-310	0
1.17818	1.84937	0	6.93281e-310	0
1.25773	1.79622	0	6.93281e-310	0
1.33488	1.73965	0	6.93281e-310	0
1.40949	1.67977	0	6.93281e-310	0
1.48142	1.61669	0	6.93281e-310	0
1.55053	1.55053	0	6.93281e-310	0
1.61669	1.48142	0	6.93281e-310	0
1.67977	1.40949	0	6.93281e-310	0
1.73965	1.33488	0	6.93281e-310	0
1.79622	1.25773	0	6.93281e-310	0
1.84937	1.17818	0	6.93281e-310	0
1.89901	1.09639	0	6.93281e-310	0
1.94502	1.01251	0	6.93281e-310	0
1.98734	0.92671	0	6.93281e-310	0
2.02587	0.839142	0	6.93281e-310	0
2.06054	0.749976	0	6.93281e-310	0
2.09129	0.659383	0	6.93281e-310	0
2.11807	0.567534	0	6.93281e-310	0
2.14081	0.474605	0	6.93281e-310	0
2.15947	0.380773	0	6.93281e-310	0
2.17402	0.286216	0	6.93281e-310	0
2.18444	0.191114	0	6.93281e-310	0
2.1907	0.0956479	0	6.93281e-310	0
2.19278	1.34269e-16	0	6.93281e-310	0

0	2.40415	0	6.93281e-310	0
0.104867	2.40186	0	6.93281e-310	0
0.209535	2.395	0	6.93281e-310	0
