1.000000000000000000e+02 1.000000000000006950e-29
1.122018454301963004e+02 1.000000000000021944e-29
1.258925411794167530e+02 1.000000000000069588e-29
1.412537544622753956e+02 1.000000000000220227e-29
1.584893192461114211e+02 1.000000000000696389e-29
1.778279410038922776e+02 1.000000000002202364e-29
1.995262314968878741e+02 1.000000000006964537e-29
2.238721138568340052e+02 1.000000000022024011e-29
2.511886431509579722e+02 1.000000000069646299e-29
2.818382931264454783e+02 1.000000000220240902e-29
3.162277660168379612e+02 1.000000000696462936e-29
3.548133892335753217e+02 1.000000002202409529e-29
3.981071705534973262e+02 1.000000006964630575e-29
4.466835921509630225e+02 1.000000022024095803e-29
5.011872336272724624e+02 1.000000069646306123e-29
5.623413251903490391e+02 1.000000220240958262e-29
6.309573444801930009e+02 1.000000696463062297e-29
7.079457843841380509e+02 1.000002202409583272e-29
7.943282347242812875e+02 1.000006964630624046e-29
8.912509381337458763e+02 1.000022024095833235e-29
1.000000000000000000e+03 1.000069646306234806e-29
1.122018454301962947e+03 1.000220240958277085e-29
1.258925411794167530e+03 1.000696463061789449e-29
1.412537544622755377e+03 1.002202409577185224e-29
1.584893192461114040e+03 1.006964630562030413e-29
1.778279410038922833e+03 1.022024095213201292e-29
1.995262314968878854e+03 1.069646300033794152e-29
2.238721138568339939e+03 1.220240896266928895e-29
2.511886431509582053e+03 1.696462441687474648e-29
2.818382931264454783e+03 3.202403376176388375e-29
3.162277660168379498e+03 7.964568552320228192e-29
3.548133892335752989e+03 2.302347512806081752e-28
3.981071705534973262e+03 7.064009956062070641e-28
4.466835921509635227e+03 2.211789034929059125e-27
5.011872336272725079e+03 6.968428917801851401e-27
5.623413251903491073e+03 2.197219795008908811e-26
6.309573444801930236e+03 6.904106621577530786e-26
7.079457843841380964e+03 2.142138729460301140e-25
7.943282347242821743e+03 6.394802191386821880e-25
8.912509381337458763e+03 1.718174916122698106e-24
1.000000000000000000e+04 3.682562369795701284e-24
1.011579454259898193e+04 4.243681108622179794e-24
1.023292992280753606e+04 4.884399200098883190e-24
1.035142166679343063e+04 5.614220821098367917e-24
1.047128548050898462e+04 6.443424093381199971e-24
1.059253725177289743e+04 7.383069709290728060e-24
1.071519305237607114e+04 8.445001910125734864e-24
1.083926914021203811e+04 9.641840411831313663e-24
1.096478196143185050e+04 1.098696152858088753e-23
1.109174815262400807e+04 1.249446638586607901e-23
1.122018454301962993e+04 1.417913381158858315e-23
1.135010815672314311e+04 1.605635500256671277e-23
1.148153621496881715e+04 1.814204754292030699e-23
1.161448613840343751e+04 2.045254507677409461e-23
1.174897554939530346e+04 2.300446000982033241e-23
1.188502227437018882e+04 2.581451655637598566e-23
1.202264434617413099e+04 2.889935167779213534e-23
1.216186000646367938e+04 3.227528204006152746e-23
1.230268770812381081e+04 3.595803580789469929e-23
1.244514611771384443e+04 3.996244893501232938e-23
1.258925411794166212e+04 4.430212684180116280e-23
1.273503081016662873e+04 4.898810554865706837e-23
1.288249551693134890e+04 5.402456629595933551e-23
1.303166778452300059e+04 5.940933523611520349e-23
1.318256738556407436e+04 6.513364341228731940e-23
1.333521432163324062e+04 7.118115689711465901e-23
1.348962882591653215e+04 7.752706395393756268e-23
1.364583136588923844e+04 8.413726507083255788e-23
1.380384264602883741e+04 9.096771743022578515e-23
1.396368361055936293e+04 9.796398966912917809e-23
1.412537544622755377e+04 1.050611248763190306e-22
1.428893958511103665e+04 1.121866529328692520e-22
1.445439770745928035e+04 1.192719599004269076e-22
1.462177174456718240e+04 1.262466582145162720e-22
1.479108388168207239e+04 1.330370209983023402e-22
1.496235656094432852e+04 1.395671687699254626e-22
1.513561248436207097e+04 1.457603937417146528e-22
1.531087461682028697e+04 1.515405944304848222e-22
1.548816618912482772e+04 1.568337876867168737e-22
1.566751070108150088e+04 1.615696602478458062e-22
1.584893192461114086e+04 1.656831241977656820e-22
1.603245390690041677e+04 1.691238874821267081e-22
1.621810097358929852e+04 1.718832122678648667e-22
1.640589773199538831e+04 1.739716984861623165e-22
1.659586907437559785e+04 1.754104673317190281e-22
1.678804018122558773e+04 1.762298826074209285e-22
1.698243652461746024e+04 1.764681513814810251e-22
1.717908387157589459e+04 1.761698675476096133e-22
1.737800828749376160e+04 1.753845558521135022e-22
1.757923613958693022e+04 1.741652660384022001e-22
1.778279410038922651e+04 1.725673487170367301e-22
1.798870915128787237e+04 1.706443595387842276e-22
1.819700858609982606e+04 1.684402157714427509e-22
1.840772001468954477e+04 1.659960979529379216e-22
1.862087136662865669e+04 1.633525718789990941e-22
1.883649089489801918e+04 1.605491102866103531e-22
1.905460717963248317e+04 1.576236989432262761e-22
